asmbl1_1 100 1146

asmbl1_2 100 180
asmbl1_2 237 476
asmbl1_2 527 1002
asmbl1_2 1056 1152
asmbl1_2 1225 1374

asmbl1_3 100 535
asmbl1_3 585 1080
asmbl1_3 1130 1388
asmbl1_3 1452 1595

asmbl1_4 100 208
asmbl1_4 540 720
asmbl1_4 788 856
asmbl1_4 913 996
asmbl1_4 1050 1103
asmbl1_4 1165 1171

asmbl1_5 100 216
asmbl1_5 366 407
asmbl1_5 463 487
asmbl1_5 555 633
asmbl1_5 757 835

asmbl1_6 100 150
asmbl1_6 208 259
asmbl1_6 432 498
asmbl1_6 729 759

asmbl1_7 100 136
asmbl1_7 239 294
asmbl1_7 408 476
asmbl1_7 532 566
asmbl1_7 618 719
asmbl1_7 842 932

asmbl1_8 100 631
asmbl1_8 687 952
asmbl1_8 1003 1432
asmbl1_8 1485 1988
asmbl1_8 2041 2425
asmbl1_8 2475 2571
asmbl1_8 2628 2931
asmbl1_8 2989 3112
asmbl1_8 3166 3328
asmbl1_8 3380 3515
asmbl1_8 3565 3793
asmbl1_8 3840 3987
asmbl1_8 4036 4292
asmbl1_8 4344 4509
asmbl1_8 4557 4664
asmbl1_8 4713 5051
asmbl1_8 5104 5142

asmbl1_9 100 107
asmbl1_9 337 414
asmbl1_9 468 648
asmbl1_9 714 1179
asmbl1_9 1236 1525
asmbl1_9 1587 1720
asmbl1_9 1775 1823

asmbl1_10 100 172
asmbl1_10 257 364
asmbl1_10 440 810

asmbl1_11 100 192
asmbl1_11 336 1148
asmbl1_11 1218 1350
asmbl1_11 1402 1530
asmbl1_11 1591 1845
asmbl1_11 1931 2067

asmbl1_12 100 124
asmbl1_12 261 292
asmbl1_12 370 513
asmbl1_12 625 645
asmbl1_12 712 742
asmbl1_12 807 880
asmbl1_12 935 943

asmbl1_13 100 130
asmbl1_13 179 243
asmbl1_13 474 554
asmbl1_13 609 829
asmbl1_13 882 1142
asmbl1_13 1193 1226

asmbl1_14 100 130
asmbl1_14 179 243
asmbl1_14 306 554
asmbl1_14 609 829
asmbl1_14 882 1142
asmbl1_14 1193 1226

asmbl1_15 100 373
asmbl1_15 445 523
asmbl1_15 587 657
asmbl1_15 760 978
asmbl1_15 1029 1150
asmbl1_15 1238 1420

asmbl1_16 100 163
asmbl1_16 376 447
asmbl1_16 586 724
asmbl1_16 824 921
asmbl1_16 982 1070

asmbl1_17 100 102
asmbl1_17 148 210
asmbl1_17 262 504
asmbl1_17 555 575

asmbl1_18 100 251
asmbl1_18 377 504
asmbl1_18 572 643
asmbl1_18 723 834
asmbl1_18 890 917

asmbl1_19 100 393
asmbl1_19 449 532
asmbl1_19 589 688
asmbl1_19 746 824
asmbl1_19 886 968
asmbl1_19 1024 1079

asmbl1_20 100 241
asmbl1_20 305 342
asmbl1_20 415 597
asmbl1_20 654 840
asmbl1_20 894 1164
asmbl1_20 1216 1397
asmbl1_20 1451 1545

asmbl1_21 100 281
asmbl1_21 324 430
asmbl1_21 484 790
asmbl1_21 853 1147

asmbl1_22 100 204
asmbl1_22 270 446
asmbl1_22 505 618

asmbl1_23 100 132
asmbl1_23 189 266
asmbl1_23 325 498
asmbl1_23 549 668
asmbl1_23 715 831
asmbl1_23 884 1007
asmbl1_23 1064 1368
asmbl1_23 1412 1506
asmbl1_23 1562 1750
asmbl1_23 1801 2158
asmbl1_23 2211 2380
asmbl1_23 2429 2458
asmbl1_23 2508 2688
asmbl1_23 2741 3094

asmbl1_24 100 167
asmbl1_24 229 521
asmbl1_24 589 719
asmbl1_24 766 1310
asmbl1_24 1361 1568
asmbl1_24 1620 1691

asmbl1_25 100 218
asmbl1_25 306 369
asmbl1_25 433 509
asmbl1_25 634 652

asmbl1_26 100 258
asmbl1_26 312 461
asmbl1_26 529 822
asmbl1_26 889 960

asmbl1_27 100 126
asmbl1_27 190 370
asmbl1_27 423 822
asmbl1_27 874 1003

asmbl1_28 100 116
asmbl1_28 384 476
asmbl1_28 734 900
asmbl1_28 953 1218
asmbl1_28 1272 1511

asmbl10_1 100 186
asmbl10_1 239 291
asmbl10_1 374 509
asmbl10_1 557 673
asmbl10_1 733 798

asmbl10_2 100 154
asmbl10_2 206 682
asmbl10_2 733 1148
asmbl10_2 1202 1207

asmbl10_3 100 476
asmbl10_3 537 600
asmbl10_3 685 773
asmbl10_3 828 900
asmbl10_3 949 1200
asmbl10_3 1263 1554
asmbl10_3 1604 2038
asmbl10_3 2090 2292
asmbl10_3 2349 2705

asmbl10_4 100 244
asmbl10_4 297 528
asmbl10_4 577 1027
asmbl10_4 1084 2040

asmbl10_5 100 224
asmbl10_5 280 342
asmbl10_5 397 525
asmbl10_5 579 696
asmbl10_5 750 1077
asmbl10_5 1127 1345
asmbl10_5 1394 1894
asmbl10_5 1947 2059
asmbl10_5 2119 2368
asmbl10_5 2566 2783

asmbl10_6 100 109
asmbl10_6 163 217
asmbl10_6 271 872
asmbl10_6 923 993

asmbl10_7 100 303
asmbl10_7 366 442
asmbl10_7 502 534
asmbl10_7 589 626
asmbl10_7 683 998
asmbl10_7 1056 1175
asmbl10_7 1225 1300

asmbl10_8 100 156
asmbl10_8 249 325
asmbl10_8 393 520
asmbl10_8 583 845
asmbl10_8 929 952

asmbl11_1 100 106
asmbl11_1 154 298
asmbl11_1 350 486
asmbl11_1 533 588

asmbl11_2 100 229
asmbl11_2 287 431
asmbl11_2 495 909

asmbl11_3 100 217
asmbl11_3 289 976
asmbl11_3 1030 1130
asmbl11_3 1187 1371

asmbl11_4 100 162
asmbl11_4 231 254
asmbl11_4 312 405
asmbl11_4 473 963

asmbl11_5 100 105
asmbl11_5 317 424
asmbl11_5 476 679
asmbl11_5 733 834

asmbl12_1 100 291
asmbl12_1 392 416
asmbl12_1 476 588
asmbl12_1 640 720
asmbl12_1 774 985
asmbl12_1 1040 1112
asmbl12_1 1165 1305
asmbl12_1 1361 1648

asmbl12_2 100 303
asmbl12_2 568 750
asmbl12_2 806 1192
asmbl12_2 1249 1366
asmbl12_2 1418 1713
asmbl12_2 1777 1779

asmbl12_3 100 536
asmbl12_3 606 1062

asmbl12_4 100 133
asmbl12_4 200 325
asmbl12_4 481 611
asmbl12_4 697 807
asmbl12_4 886 960

asmbl13_1 100 577
asmbl13_1 623 778
asmbl13_1 827 933
asmbl13_1 985 1274
asmbl13_1 1333 1480

asmbl13_2 100 214
asmbl13_2 271 491

asmbl13_3 100 207
asmbl13_3 267 677
asmbl13_3 969 1160
asmbl13_3 1221 1422
asmbl13_3 1479 1730
asmbl13_3 1781 1999
asmbl13_3 2048 2180
asmbl13_3 2234 2295
asmbl13_3 2344 2495
asmbl13_3 2546 2649
asmbl13_3 2704 2770
asmbl13_3 2829 2984

asmbl13_4 100 144
asmbl13_4 198 1073
asmbl13_4 1126 1368
asmbl13_4 1426 1470

asmbl13_5 100 285
asmbl13_5 452 503

asmbl13_6 100 126
asmbl13_6 181 235
asmbl13_6 296 549
asmbl13_6 603 1014
asmbl13_6 1073 1869
asmbl13_6 1923 2189
asmbl13_6 2245 2355

asmbl13_7 100 315
asmbl13_7 370 447
asmbl13_7 498 788
asmbl13_7 843 1142
asmbl13_7 1214 1360

asmbl13_8 100 199
asmbl13_8 269 375
asmbl13_8 448 486

asmbl13_9 100 187
asmbl13_9 251 441
asmbl13_9 530 869
asmbl13_9 917 1199
asmbl13_9 1346 1571

asmbl13_10 100 267
asmbl13_10 323 344
asmbl13_10 405 485
asmbl13_10 640 824

asmbl13_11 100 282
asmbl13_11 336 439
asmbl13_11 496 559
asmbl13_11 615 746

asmbl13_12 100 121
asmbl13_12 189 641
asmbl13_12 700 818

asmbl13_13 100 137
asmbl13_13 185 252
asmbl13_13 307 571
asmbl13_13 626 683
asmbl13_13 737 815
asmbl13_13 869 914
asmbl13_13 963 1075
asmbl13_13 1126 1181

asmbl13_14 100 181
asmbl13_14 236 489
asmbl13_14 549 960
asmbl13_14 1017 1813
asmbl13_14 1874 2140
asmbl13_14 2202 2324

asmbl13_15 100 257
asmbl13_15 322 406
asmbl13_15 466 626

asmbl13_16 100 218
asmbl13_16 270 379
asmbl13_16 429 505
asmbl13_16 567 683
asmbl13_16 735 832
asmbl13_16 878 917
asmbl13_16 965 1043
asmbl13_16 1104 1443
asmbl13_16 1504 1743
asmbl13_16 1809 2046
asmbl13_16 2105 2266

asmbl14_1 100 256
asmbl14_1 305 516
asmbl14_1 565 859
asmbl14_1 913 1091

asmbl14_2 100 118
asmbl14_2 175 359
asmbl14_2 445 501
asmbl14_2 556 624

asmbl14_3 100 324
asmbl14_3 381 715
asmbl14_3 769 824
asmbl14_3 871 1070

asmbl14_4 100 164
asmbl14_4 391 440
asmbl14_4 503 928
asmbl14_4 983 1113

asmbl14_5 100 325
asmbl14_5 386 589
asmbl14_5 643 659

asmbl14_6 100 289
asmbl14_6 341 540
asmbl14_6 613 693

asmbl14_7 100 151
asmbl14_7 200 309
asmbl14_7 360 416
asmbl14_7 472 561
asmbl14_7 612 635
asmbl14_7 687 923

asmbl14_8 100 163
asmbl14_8 211 426
